NAME,DINING TIME,RATING,REVIEW
OpenTable Diner,"Dined on March 8, 2021",4,Food is excellent. Found it a bit disturbing that I had to wak through what appeared to be metal detectors after I made it past a bunch of security.
ReyRey,"Dined on March 8, 2021",5,The service was excellent as well as the food. Everyone was very polite and courteous. My wife and I felt very comfortable and safe at the restaurant.   It adhered to COVID-19 guidelines. We will be returning again.
OpenTable Diner,"Dined on March 8, 2021",5,Perfect dining
Tiffany,"Dined on March 8, 2021",5,"Everything was great, but the lobster fried rice was over priced as the lobster pieces weren’t even half the size of a dime but smaller.  Besides that, the food was ahmazing!!"
TechnicianTheDJ,"Dined on March 7, 2021",5,Beijing Chicken was incredible with a side of Bok Choy
NicoleP,"Dined on March 7, 2021",5,Well let me say I was at annoyed at first Bc we had to wait outside but the host was amazing very fun and polite  The food was delicious the drinks were the bomb  The place was live not boring oh yeah the music definitely very good. I’m so glad I came and I will be returning
khalilahc,"Dined on March 7, 2021",5,Literally everything I imagined this place would be. The food the service the embience perfect.. The noise level perfect it was not strainious to hear.. I definitely will be back and back and back again ❤❤❤
MaryR,"Dined on March 7, 2021",4,"Wonderful food and service however I couldn't relax and enjoy it due to the 1 1/2 hour limit.  We skipped desert as we ran out of time.  In addition I didn't see the sense in the ""partitions"" as they were small but the tables were spaced far enough apart.  Overall very good and I will probably go back once covid is under control."
Celine,"Dined on March 7, 2021",5,Daniele our server was excellent! He explained everything and went above and beyond to make our experience memorable. I will definitely be returning!
CeeCee,"Dined on March 7, 2021",4,"Good vibes all around. Quick service, great food and nice ambiance."
MarshelleD,"Dined on March 6, 2021",4,"Amazing food and drinks. The wait even with a reservation was over an hour but once we were settled everything was great. Perfect ambiance for a first date, IG selfies or a birthday dinner. Banging music"
Vbangin11,"Dined on March 6, 2021",2,Horrible. Don’t waste your money here.
OpenTable Diner,"Dined on March 6, 2021",5,My Boyfriend and I enjoyed everything about this establishment. From the food to the service everything was perfect. Thank you so much and we will definitely be returning.
takeyaf,"Dined on March 5, 2021",3,Even though I made a reservation for indoor dining I was told that they were at capacity indoors and there was 5 people ahead of me waiting for indoor dining however the 3 people that were online before me never came back outside they were seated inside and the people that were online after me were not seated outside! I felt judged but I will not get to that. However the food was decent but because it was so cold outside I was not able to enjoy it. Will I return I dont know.
Chrissie,"Dined on March 5, 2021",5,It was fabulous! The food is amazing ! Everything was wonderful. No complaints over here. Definitely representing Brooklyn to the fullest
Lexia12,"Dined on March 4, 2021",3,We were seated at a table that was close to the door the temperature in the restaurant was completely uncomfortable and took a while to get used to . It was freezing . The food was good the service was average .
JasonW,"Dined on March 4, 2021",5,"Outstanding food, drinks, and service.  I really appreciated the advice on food choices...especially the shrimp appetizer and the lamb chops.  I could have swam laps in my martini!  The only suggestion would be to turn the music down some, but maybe I'm just getting old ;)"
ToniaP,"Dined on March 3, 2021",5,"Food amazing, service impeccable, ambiance outstanding. Worth every penny spent. Convenient Parking right next door."
MariaD,"Dined on March 2, 2021",5,Anniversary. It was amazing! Great service and great people :)
TamaraI,"Dined on March 2, 2021",5,Brooklyn girl by heart and this place is the perfect representation of the types of food and ambiance we love!
OnjaliqueT,"Dined on March 1, 2021",2,This restaurant is not an upscale ambiance as advertised. There are two metal detectors upon entry which still in fact made me weary about if the restaurant is safe. They accept any attire it is not formal at all. People wear there everyday clothes in there.
Lilli,"Dined on March 1, 2021",1,"Overall dining experience was absolutely horrible! When booking my reservation I specifically selected that I wanted standard seating not outdoor because it was way to cold to be outside. My reservation was for 5:30. I arrived at about 5:15 and when I spoke to the hostess she was very rude. She told me my reservation wasn’t until 5:30 which I had told her when I first mentioned that I had a reservation. She then told me that even with my reservation and selection of indoor dining that she could not accommodate it and I had to either sit outside or wait 45 mins because she had sat ppl who came before me. So I politely asked her if everyone she just sat had a reservation for indoor dining and she replied no they did not, it’s first come first serve. That’s absolutely ridiculous! So me a someone who made a reservation and selected indoor seating would have to wait 45 mins past my reservation because she decided to accommodate someone else! Very unprofessional!   Against my better judgement I decided to wait because my husband wanted to try this place out. BIG MISTAKE! Once we were finally seated at about 6:15 the waiter was not attentive. The food came out cold and it did not taste good at all. At that point I was just over it and decided to cut dinner short and leave. I will never return back to this establishment nor will I ever recommend it to anyone!"
OpenTable Diner,"Dined on March 1, 2021",3,Our waiter and food were amazing. However; we were not valued as customers by the host. We entered early and were asked to wait in the entry way of a building and just left there even after they accepted other customers. Not a good first expression.
CrystalH,"Dined on February 28, 2021",2,Service was good food ok wait was long overall I enjoyed the drinks was great
Alicia777,"Dined on February 28, 2021",5,"Amazing Food and Service, Great Atmosphere"
ShonteG,"Dined on February 28, 2021",5,"One Of The Best Places To Eat In New York City, Had The Best Time"
CarolineL,"Dined on February 28, 2021",5,Tony was our waiter and he was amazing!
OpenTable Diner,"Dined on February 27, 2021",4,They make you wait outside even if you have a reservation ...   I waited for 30 mins on a line ...   Despite that everything else was great
OpenTable Diner,"Dined on February 27, 2021",5,Celebrating success. I come here often and I brought my friend because she’s never been and I was celebrating her . Everything was great the food and service was amazing !
TeeDinesOut,"Dined on February 27, 2021",5,The food is always amazingly delicious. It was a wonderful splurge meal for our anniversary.  It was a little disappointing to be outside despite making reservations a month in advance. The waitstaff was as pleasant as could be. Top notch efforts to make everyone comfortable.
TonayG,"Dined on February 27, 2021",1,"For my first time it was horrible ! For 4.3 stars , high end restaurant,  for hair to be in my friend food was CRZY ! Could of went to Ricardo’s for all that. God is good free meal on them for their mess up & I ended up giving my food to someone in need ."
